n,a_n_real
1964,5.5679603176442843386511815977454667483510208661358248167545879073842397470313167852977493376431272807937423431543174188813419786501190850806540829944689036100873998382686111466304607276792140154825562647023784228121173581979074236869808395440531515927356622186526638383469025170408255204153573716758893925610169689174367195960215385757830725817757209e+4728
1965,3.8662781907484041317911438915400550794011596398403225864015865486360699564197739589146370055313903341162916836826397736348328826178956046683531130275255583913795103404958679145099561101542246204814540930476547468224313074832098928641592870369480134970305383231599593566753531453134802159721135678050341319665745464477142170772940099871251406152386603e+4731
1966,2.6860317298917194395870059585058516326333684907266681070911713381648686339215235422726252082187471358846326062709172080722621982098531363802996283768018233942229709583877677748535605016948400479855775485335584155416787783028432500876447328899207453463381380038589224940546591045980097873519060162999873931339705440470502813286196207761890337520004798e+4734
1967,1.8670250113030889778925707958025568485908197177503677176123248795578179012865992911445941062351401077358514706329809654376207000251368962361177975751686495513877218018572864555960146054636025156086308631175756454189882603702609026443126606546581233464739073572063198289451870649849858068453157218119039986959089852244535406543326878947435645059081615e+4737
1968,1.2984044018831946716367994393293228005854207639948994905184237852682689613340564369940080593681024912766009525669697479453017164843776631721380636601496187732469909443619456059159626184354047070878401717163625645532377611076591836146500108770837652033772858826831998675024986336225539478677784313239063006983519290107151577769634524193321280280489963e+4740
1969,9.0342177922898196673441503080868446196670714768280195154884614697834623678569384892225336541235860244452136024305857190126710638522419260130086977626653213114467000646517610623580676912104550986861918764992928998556488207821103601781811100139335234690973587680007494256767301844845385492393184404697437674656872880798889964854948623548465733682163177e+4742
1970,6.2891471261426339220736031591788605729952020366339852606502209416989607893881572061589256816231318568244612913178279415037388193972881541507003850097054005868581543267902954963598460763310795654144287192437140889070244271715343447962223461205884355715412803866699753070342853835133025380290359327363445426293290306730712833926379601015002659526024633e+4745
1971,4.3803968966317831280920335912507021256189789446926940997359029242797161177304008504943175924885287187185458463617302393718372734887458747185983736135685909014119078555543593452802671525465183098375647657084467800038162739332814750019698892701879698963747305995405766800374858415356640635948760333559900753644899629561507945087021170170300084125024441e+4748
1972,3.0524992665510923018064119918885796243138127968445870815039733072213722680736161021851858927425656409131910676204946386408103558376051395254605857091263493840781696352593655781521056439109892543891205452020104666013764148270516518171206931755463431959068511244417886817021883880892102421209540761735576447259984925754667025913482528380166871492020477e+4751
1973,2.1282270546437225130224856612362341627273064939645102359762543329114695635554435327480642159201882405261516607330469542473260183133272622744473266882220219433451718644780202538003768321831856631131716630285635971432477007305790938245004497197658725118847667303961687914012794435805137256157635195553854471854068750447213369299255225218041951295132690e+4754
1974,1.4845694711835401621845214817508762702015937836852870110908063128674521850563806187343993807966117831509279222767094952273476641169070480181167469911054014101195044151222676928126198291725890706885530839291106142021782140545107256392753965307660932446029793694797825955515475035020478374422696203946458265663955766770413007242322224220990823035524884e+4757
1975,1.0361035308716106987169257663796802224088528061893246963250171134858550696796174953321699502344676240120247005085069738381134712893862217072209569648132214705286241681549237240926179239640444167806930971635865816219485023393602004329173719763627187305119598630040186559328263060666406208686437576785315279623551352755901144365062651656566730870952791e+4760
1976,7.2347867266290371848141014719654914221593610728074441221626480003921747529637776793438647026405016493502675070845412773967783237258410908367071501629266780584283410976411148010479912900565179700350006603136255206042121030067735896917530813879083396648602246238078123060347125677880532459178811846438202742656928608300120194580415415294265725897962696e+4762
1977,5.0543830525227331289873384123489870948191750150824874743601986054220884838619603375950199774896628522095794137593557871376320659177442849806551594598652085807990421850297074350816886415086558962733590861651792330302799584336631712203444513229616135748387683321963439660858500680983802212998084475288948327672345552645194574223623001706458022672229754e+4765
